sentence,label,id,type
They could and did experience moral qualms about the unsavoury nature of that add and were quick to pull it.,3,77199f058714407fa239c48e56bb11a0,comment
Then when they have 8 hungry mouths to feed the Catholic church throws them a few crumbs and wants credit for helping to solve the poverty problem.,15,567fe3bdca3343ad8640344ac2e3e119,comment
"All have remained silent, failing to exercise their various unique legal responsibilities under terms of the Geneva Conventions and the Rome Statute, and related Canadian law.",5,cf1ea3d317804703867053c55796eb3f,comment
... and now we have seen the real Hillary Rodham Clinton Hubbell .... flinging mire because that's all she has to offer Americans .... sooo obvious..!,15,7c2225dbeb79427884390f25e15f4775,comment
Hopefully a challenge to the amended but still deeply flawed Fair Elections Act will make its way to the Supreme Court prior to October 2015.,5,b426bb2c377349a08a5620c76580527f,comment
The main difference between European Canadians and their non European counterparts is that the latter will have home countries to go back to if they wish.,11,fdca8e70432d41fbb5e9c53a1b05a3a0,comment
"So I can't go to the studios and say, 'Look, you either do this or I'm going to talk to the Department of Justice.'",15,4708955,article
"Terrorism is any violent act by an individual or individuals against the citizens of a country, regardless of the reason.",8,7771932d319c4e39baaabcf486ea1722,comment
"Pastafarian was denied the right to wear a colander (which didn't obscure his identity), so why should a Muslim get any special accommodation?",4,b9c26359c8bb43dc8c6ecf4340f3ee4e,comment
"They are not now going to continue to have open borders with an EU Scotland that provides a back door into England, they will have to put up restrictions at the border which is unimaginable.",15,49bb3fc055b04a1d948fd55fae8d1f69,comment
I don't understand how homeopaths sleep at night knowing that their treatments arestopping or delaying people from getting proven treatments to cure/help their medical problems?,9,90d97832df7642c28c564758a9e6601c,comment
In fact it is more likely to dampen current spending by convincing many to hold off on a renovation until the tax break arrives!,1,af97c86a64a4448ea92fb47df6486dc5,comment
The only cooperation with our allies that might benefit Canadians is some intel sharing on threats to our home soil or that of our allies.,8,513454581acc476fb43feac27a41f480,comment
"As most know that is mostly caused by purchases from Asia, a situation which has been increasing since the 1970s.",1,89f25be1a01a440fb30f1db86b7995b6,comment
"Wente says that the study mentioned in the Lancet article concludes that Vitamin D pills have no beneficial effects at all, yet the article is only focused on bones.",9,bc05d25eaa9145b7b85415dfe31c5410,comment
"While I have great respect for the Supreme Court, the criticisms being leveled at it on this matter are valid.",15,06789a10ccf144908a4e6f19b07e988c,comment
Just a few weeks ago the G&M wrote about a poll that said that Canadians are NOT into larger immigration numbers (many are not into the already large ones we have).,12,4224581585074c9fa5e27163e072b967,comment
"Of course there are terrible problems in Cuba, and major civil rights restrictions and shortcomings, but American policy of 'regime change' simply exacerbate those problems.",6,fbe8114f7962453e9b9512f458dc426a,comment
"38% believe immigration levels are too high... other surveys put the number of people who think it is too low at around 13%, and about 40% who think the level is about right.",12,feda034689cc455a8212373ecb32abb0,comment
"While their representative, affiliates, brothers and supporters get to the root causes and effect positive global change there are trans-border security issues to deal with.",8,c6c8e971adbc4dda96ebd2f029ba4067,comment
"plot 'completely under our control,' it is reasonable to ask whether savvy policing might have crossed a line into entrapment.Canadians can take comfort in our successes so far at thwarting homegrown terror.",15,13046572,article
"When innumerable factors make equal outcomes virtually impossible, reducing those factors to genes or malice is a formula for needless and dangerous polarization, whose consequences have often been written in blood across the pages of history.",15,f90d8c51691a409a8dca10ddb73bec50,comment
"While we are dealing with a very complex issue, there is no question that the science is clear that heavy pot use is bad for the adolescent brain.",9,22cd7cb10bfc4f76832f5e0fce46f222,comment
The eradication of ISIS may not prevent 'homegrown' or 'lone wolf' terrorists but they too can be hunted down and dispatched.,8,c6add4b0af934b53b276cdb494409f2e,comment
There is no more empirical evidence now then there was 60 years ago that the minute amounts of fluoride that we might consume would have any practical effect in reducing tooth decay.,9,7279dba9c8bf44d78e6c8ee5a69cc5ce,comment
"'We have developed a new upper class with advanced educations, often obtained at elite schools, sharing tastes and preferences that set them apart from mainstream America,' he writes in The Wall Street Journal.",15,1360385,article
"I remember in high school we were taught that the Canada is a cultural 'mosaic', and is better than the 'melting pot' US style.",11,760393f09cae4ff9b100718d0922103e,comment
"No, this is all about what happened with Clinton, and discouraging 'populists' from the silly notion of holding their 'betters' to account under law.",5,210058_0,comment
If 50%+1 of eligible voters voted for a clearly worded initiative -- including separation -- I think that would be reasonable.,6,4699f5450f23494681697b13c6c2876a,comment
"Perhaps, but discrimination alone doesn't explain why a race that only makes up 14% of the total population also makes up 40% of incarcerated US prisoners.",5,164504fcc2714be8a22db47d46fdfbd9,comment
'This $37-billion in increased revenue did not come from tax-rate increases but from the economy returning to something approximating normal after the slow-growth period following the financial recession of 2008-09.,1,a1fefcc51a764b79b0b7a424cd55ad14,comment
"People get upset in the real world all the time, and even march around, and even raise their voices sometimes.",15,2ac66f0f6dc74f71a19410b2abcc0216,comment
"Fertility belongs in the wider world of medicine and should be regulated as such, with rigorous rules of clinical practice.",9,19838336,article
"Which leads me to conclude that 'camp two', above, is doing something comparable to a religious person who defends a deeply-held religious belief...",15,e9da0aa4a1f14f56acb207e5f9a3c1b6,comment
How strange to have a city where workers earning low pay can't afford to live close enough to actually make it to work.,1,5773e8a5f45c4ab4bdaef1e3b48e1c12,comment
But it's nonetheless an excellent idea and a work-around could probably be found that would prevent provinces from diverting the flow of federal resources toward rural areas where the provincial politicians can draw votes.,6,ce9e6ec9b230492ebf36d0d5b0483545,comment
This is the case of a single mother of 3 who has come to the courts to try and get her car released early as a result of her son taking it without her permission with a suspended driver's license.,15,084471b0112b40c18f205fe47e8a2949,comment
"We need to speak up, march in the streets and ask more respected Canadians to join us in the fight to scrap (not amend) this bill.",15,7304d6e03a1e46f0960fda3ac1af3be0,comment
"I have been married and hated it, although I will admit it would be nice to have some sort of a 'relationship'.",15,e13082da6eca4e7da32fc2aeeacec67b,comment
'What 'lies'?A majority of the British population in a direct referendum said that Europe was no longer an institution that they believed in.,12,4e1ee96aed1c4185910db16ef320fe3d,comment
And both countries would be poorer for it.Numbers are tossed out to impress us but the most important number is missing: 0.4%.,15,a50c82b598e44493a8fd5fc6ad4c0563,comment
"None of these things need elite management and sure are not helped by financial Hocus-Pocus, that enriches a non contributing small percentage of the population, while hyper inflating all of the basic costs of living.",1,951a8885f32c49be8eb00fca5bcdf766,comment
"Even if this contention goes no further than this editorial, it is still evidence of just how depraved the whole boondoggle really is.",15,29455100,article
"There are a number of possible reasons why, some of which are so negative and discriminatory that they don't deserve mention.",4,26440742,article
"Most European countries that had done the same, are backtracking (France, Holland, Belgium, UK, Sweden, etc) for fear of loosing their identity, not to mention to alleviate the social problems that multiculturalism has created.",11,acfdd6ce47d7438989203b9ae05026fd,comment
And get your grubby mitts out of my wallet and quit expecting everyone else to pay more to support your nutty ideas.,1,a56cd36c37f049119efac8c330b7f8ac,comment
"And there was a reviewer from a British newspaper saying he would have preferred to have seen more 'authentic' African art, rather than a borrowing of western/northern forms.",11,3b5e958fb06c4e47a7382e364cbfae09,comment
"Any expansion of corrections will hurt the mentally ill in two ways - by bringing more into jails where they do not belong, and by limiting the dollars available for mental health care.",9,4216506,article
Males and females should be treated equally; men or women who don't want that and can't accept equality should not be dentists or doctors or teachers or police or in any other profession or job serving the public.,4,2dbbb65c9a5f4704a55f021da1807ac0,comment
"He sold himself for a mess of pottage, betrayed his colleagues, was spurned by his lover, and spent his remaining political career as a serial puppet with high-sounding titles but totally in thrall to his master.",6,7a57491f8aef4f0ea1c660365b4b09c5,comment
"Some readers may take your comment that the current gun mania is just one of many irrational outbreaks as a smart remark, but I think it shows a real understanding of American history.",11,111e9a0666ab44a38ec628e04f7d7644,comment
"Nothing wrong with that - but let us please not pretend that a university degree is inexpensive, especially professional degrees.",1,1b5cf632e13c4b25b2e89000a45219b0,comment
Just because you meet someone in university?or anywhere else for that matter?doesn't necessarily mean the two of you are a good match for the long haul.),15,e8ed0054640c4418829be8bfb919c46c,comment
This reminds us that why it is important to be a society that actually does stand for freedom from all sorts of discrimination and bigotry.,4,6be795e74a15452f8771b4ed3b744a9a,comment
"mental health disorders) is that it blurs the line between mild to moderate issues and severe disorders, which may last a lifetime.'",9,401dea2578304c388b6ec78e153655db,comment
A person who had a stroke remains 'insured' and thus qualifies for many services which are in the same therapeutic vein as those with autism.,9,2eea7486c39a4a37a4d6f3b4083dae98,comment
What Jeffrey has mentioned in past columns is that we pay a lot of money to people over a certain age without balancing it for young people or children.,1,d755638f11f9478facce41ad989fdd82,comment
The answer for governments and individuals alike is to live within your means or eventually the price has to be paid.,1,b1b980d62e974efc8aee615974c6a9f2,comment
Mr. Harper's level of intelligence and political acumen has really declined in my opinion as a result of him completely misreading Canadian wishes regarding accepting many more Syrian refugees asap.,6,f2c7af03c50946d796930e99089671d2,comment
The fact that the Democrats have a manufactured establishment-oriented contender as a front runner speaks loudly of the failure of progressives to define an agenda and to pressure politicians to follow through on that agenda.,6,9d8c4a86b1004bc5bcbde1a14465ed09,comment
"George Petrolekas served with the military in Bosnia, Afghanistan and NATO and is a fellow with the Canadian Global Affairs Institute.The attacks in Brussels reveal that the strategy to defeat Islamic State is in shambles.",8,29369557,article
"Police almost always lay a charge when a woman complains of sexual assault, especially in Toronto and other large cities, lawyers told me.",5,29492360,article
"The generalization of your statement is ALL 'men' have a greater 'sexual agency and opportunities' is unfair and false, at least from my perspective as an Engineering undergrad.",4,31830e2aeaf0477184fcb3e513fae472,comment
"The maps drawn as late as post WW1 merely reflect imperial ambitions of Europe, they have no relationship to the local populations, their tribal allegiances, sectarian isolation, or any ( non-existent ) sense of nationhood.",11,55caad6921d44e23b764feae685e2adc,comment
"His argument is understandable, given the racism that did not die with Maurice Duplessis or his political descendants that can be played to, but neither is it 'fair.'",4,727f029b8f19452ea0b968201e521fe0,comment
This kind of service would probably also quickly identify any major postpartum depression and other issues that usually show up in the days after the birth.,9,a58bbcbfa3464f78a3871ec1b9a76972,comment
"Please don't try to change, modify or use a different lens with which to view this veiled request of discrimination.",4,5ea8f90f339c4aa49eeaf6bb8de1db98,comment
I believe however that the witnesses will all only come from one side of the spectrum as anyone that tells it like it really is will be attacked as being racist or out of touch.,4,c6e57d62dc1d47d697dee772c0f50058,comment
"Poll after poll shows that 80-85% of all Canadians, including 93% of Quebeccers, oppose the wearing of the Niqab at a Citizen Swearing In Ceremony, a time when a prospective new Canadian presents himself/herself to Canada.",12,4ddcdf9874db4eca8772ba22034902d1,comment
"We have to get out of the business of manufacturing automobiles , Dirty energy consuming business Duh Ban oil burning bus's by 2017 or add 500% tax per ride.",1,702f21731cf741a9af7898e9602035e2,comment
But from scrolling up and down a bit I fear the emergency rooms of Canada may soon be flooded with people sporting red and orange tees who have been stricken with brain aneurysms.,9,233038_0,comment
"The writer would actually be best advised to pose her question to anyone in Newfoundland, for no other group in Canada is more tied to the rugged beauty and soul of their home province ?",11,443c7cb22bd34b53a828828ab0c1f33a,comment
"White people will not be heard by any Human Rights Tribunal in Canada with concerns about being racially discriminated against, anti Caucasian hate speach, and having their constitutional rights breached.",5,5bb78d75f98d44008182bad1f1fe4d3e,comment
"The OSC needs strong tools to discover and investigate crimes, and payments for information can be justified if they lead to more successful prosecutions.",5,25635744,article
"Somehow racist whites think they are above individual civil rights, that freeing the police state from human rights restrictions will not come back to bite whites in the behind.",4,106ae987f90e4c389f4fc0e45bc47379,comment
"That is not to say that we are not permitted a modest fall from grace from time to time, we all make mistakes, probably on a daily basis.",15,f3806c0c7ff649308fa5f6ca4e42433f,comment
"Stating issues about specific behaviours and actions of certain groups is not racism, it is simply criticism that we all have to endure time to time in our lives.",4,c39ac817f8e24ba78c48a626a1077293,comment
"Anyone who has visited Cuba knows that free enterprise abounds, so it may be to some extent a 'command economy' (to use the poli sci jargon), but not wholly.",1,6427970244c54b808644d5ff7787a7a9,comment
I am glad to see that you and many others who are not of the faith still recognize the message and respect and agree with it.,15,672829_0,comment
"The question is: if the Globe can so ably adduce the many other reasons why the Cons lost, aside from Harper's 'high negatives' that is, why did it nevertheless endorse the Cons sans Harper, on the eve of the election?",6,b5df6e6af3ad4df4878080595a63d9e0,comment
It was perfectly NORMAL for Martin to take a swing at some random swaggering stranger stalking him out of sheer racism.,4,8afb9616596b4375bef97ae8615d9e57,comment
"The latest poll showed the independence option with just 28 per cent support, 25 points behind the constitutional status quo.",12,4607390,article
The disturbing part is the real link is that our involvement there is what increases the chances of terrorist attacks here.,8,f79ba2a43a7346179132585d8986b84c,comment
"can lead to excessive mental proliferation, worry, rumination, etc., and could in turn aggravate mental illness (many psychological studies have clearly shown that rumination, worry, etc., lead to mental illness).",9,979499d547874edd8853dc860d187978,comment
"The Quebec government has recently announced their daycare program is unsustainable, but the NDP proposal is a great way to get (buy) votes.",6,3ac1d2276f774dfa8f1fb51613f77d6e,comment
"This time, though, with the Arctic apple, research is providing a product with a noticeable benefit consumers can bring home.This is not to suggest that this new variety of apple can guarantee market success.",1,23628796,article
Canada needs to enforce the fairness standard in broadcasting - and apply it to all forms of media including print media.,4,96493548b8c640faae2eb2c938f09590,comment
"In fact, the CITT declined to hear the case ruling that the Canadian dairy producers, who brought the appeal, had no standing.",5,16090276,article
"Boycott truly evil behaviour, not laws of morality that do not result in the impregnation of preteens, the starvation of families, the amputation and destruction of limb and life.",3,47ab60d065fd4803a4da4e023f96203f,comment
"It is not, and the RCMP and Elections Canada must vigorously investigate the claims and, if warranted, prosecute those responsible.But who is responsible?",5,550724,article
Just tonight on the news it will now take two tests to diagnosed autism but Canada only has one of the tests!!,9,e9d1118609624da0914cae7f75cfa4ca,comment
"For example, in the most recent US election I thought Romney was on the wrong side of almost every issue, but I had to concede that he acquitted himself very well in the debates.",6,fdc17b59cdd54158aa46b729586f2b69,comment
"Why is it that apparently rational people believe that some other person has a pipeline to their god, and knows what that god wants?",15,f7fe266b2fce4729a7cd76d551a2f5b5,comment
"While court ideology on this matter has evolved considerably in the past fifty years, it has done so in one direction.",5,b1f7f9c8ef50478f91ed5f9dbd49fbb2,comment
We live south of the Fraser River in Surrey and there is no one who says we are going to benefit much from this tax.,1,eb434da6ec664bb69b44eb3fa891f34d,comment
"I do NOT want my taxes spent on more frivolous entertainment or 'sports' ad nauseam, nor the whiny victimhood cause du jour repertoire.",1,addce022a7c04e1c87936e54b9f293bb,comment
"Anything else is not fair to Canadians who have come to expect that the power of government will be used to protect them, not prosecute them.",6,1b8961cf5b4943d98adbc1097f8a0480,comment
"While less frequently prone to violent acts of terrorism, they are an order of magnitude larger in population and pose an even bigger threat to Europe?s integrity.'",8,1f7c33b0ed494a138b5f68893bde43f7,comment
Do we want to take out terrorist plots in ones and twos forever or find out how to stop them for good?,8,1ca3e8c8bc014aa7b096b4b743430613,comment
"When it comes to unprofessional journalistic behaviour the CBC has been successfully sued for libel multiple times, the Rebel hasn't.",5,05a6ef5a484c410db566478f81b830ff,comment
Rightly or wrongly the American invasion of 1812-14 has always been seen as a seminal event in the creation of a common identity among colonials in British North America: not the only one but an important one.,11,587a694e26d14177bf98846c1bc0b8dc,comment
"Obama has expressed little interest in the Middle East in his two terms, so much so that his indifference to the Israeli situation and other usual middle eastern concerns actually cost him some votes during his election to second term.",6,2637c6a49afe4431a572225836ff3bda,comment
'The committee called for more content showcasing Canadian history' True history or the revisionist stuff we have been fed lately.,11,e773f9bc8b9b4a64b6be61fe94da8bb5,comment
"OK, the Parti Quebecois are nasty for trying to win an election with this big wedge issue (if Harper can do it...).",6,9477eede8cf44d708a75d5fad53f8f79,comment
from the Harris Decima Poll'' more remarkable is the finding that Canadians feel they already know Justin Trudeau - almost 9 out of 10 Canadians already hold an opinion of him ''and for 57% this opinion is favourable.,12,8d0cb1e88c7245c898876a5ae44f90dc,comment
"The rights of a fraction of a percent of the population should not trump the rights of half the population, particularly the half that has been traditionally discriminated against.",4,d6a72961e3904df9ace989c68e88a080,comment
"We know these people aren't exactly brain surgeons but after about 10 years, one expects they would have gotten it sorted out.",15,e0131a92038b4ed1af70e09a63e26ed9,comment
There will come a day in about a decade when the health care we now enjoy will probably be rationed since there will not be enough money to cover everyone.,9,58eec646e05c49c58fba15aaf646a6f5,comment
"Just look at two recent studies: One, from the University of Pittsburgh, found that regular brisk walking can help slow the progress of age-related memory loss.",9,17028062,article
Applying esoteric statistics like the unemployment rate and debt ratios to a tourist/rural economy like the Greek economy is just ludicrous.,1,35552fdcc04b4d8f85217e46185fe825,comment
"From the time it invaded in 2001, America pursued a military surge in Afghanistan, but an aid surge to the next-door country harbouring terrorist havens and the 'Quetta Shura,' as the Afghan Taliban leadership there is known.",8,18024195,article
"I have watched as our small community, in one year alone, lost five young people to suicide, with many more attempts.",9,29739425,article
"It may sound like a Mad Men throwback, but these clubs present a strange mix of refined rules - suit jackets and ties are required in Muirfield's dining room, for instance - and relaxed social conventions.",15,4494050,article
"The papers here make it sound like the protesters are on the side of everyone, but, that's not the case.",12,1dd7580e8c854bea86086614ec8f607b,comment
"If we ever do anything 'unholy' at any age, it is archived and can be used against us , at the discretion of the spooks !",3,74b674574412411aa238177e859e4aab,comment
You have a thirty day supply of dry goods and own a bunker because you believe America is under threat.,8,815862d943c94fe5bc3f212605b53a9e,comment
"While you're at it, check out the economic growth numbers, West vs. East, too, particularly out in Jed Clampett country.",1,04900d8b1bdd4ca1be4ad67a2efce41b,comment
"Perhaps surprisingly (last time I checked), 80 per cent of respondents answered 'yes,' presumably agreeing that Vision Vancouver promoted an anti-car ideology but deciding they were okay with that.",12,4900697,article
Well I can wear the same thing 7 days for a week and my wife does not notice (I've checked).,15,421c4e58dfdb4654a530851a588b7e5f,comment
"No cup was at stake - just global hockey supremacy.In the Canadian mind, the teams also represented their societies' conflicting political systems.",6,4510769,article
"There can be many pathways leading to the same destructive place.While police foiled this alleged terrorist attempt and have done a commendable job of thwarting others, they can't be everywhere.",8,13001094,article
"But the Liberals invariably returned to governing, back then, because their coalition was broad and deep and coherent.We believe that in this century the conservative coalition is also broad and deep and coherent.",6,27008590,article
Conservative politicians and their lobbyist friends are out to scale the height of their towering egos ... at our expense naturally.,6,6d32d59eb002490fb33effed1a9ee30e,comment
"Admittedly, some of this intransigence is based on genuine security concerns, but much is also based on the fact that Israel has normalized for possession of the Golan and does not want to give it back.",8,88c5e9093fae432b86ed96a003c98959,comment
"Love or hate their wars, their soldiers have been attacked abroad in Afghanistan, Iraq, Libya, Lebanon, at sea amongst other places by Muslim terrorists.",8,490e6a97d6d84a429b86ce307c1d5fee,comment
"My power rates keep going up ,but Ontario is actually selling power at discount rates and in some cases paying the USA to take the power .",1,3ae94c528c744f0d8508483a10795b14,comment
"When I broached the subject with my local MP, James Bezan of Selkirk Interlake--he was indignant that I would offer criticism-his view is that all federal scientists must fall into line with the party line from the PMO.",6,9eb2209c8af545daa649f03e3c07f570,comment
"Where I live, I see huge homes all around me worth almost one million dollars each, with expensive cars in the driveway.",1,12b543271ff24447bca820d5e8c8685c,comment
"If we appoint people based on gender then the appointed people will always be viewed as less competent then the other workers as they didn't earn it, it was given to them.",4,1ce48303a9b5459099917bf3bfed019a,comment
"Just as the US moved to eliminate Soviet missile threat on Cuba, Russia is moving pre-emptively to eliminate potential NATO missile threat in Ukraine.",8,f92bbf8e308f4a23b555f68f4f566593,comment
"A cure for serious mental illnesses like schizophrenia, depression, autism, Alzheimer's disease and related diseases of human brains will never be found unless institutions like CAMH began to base scientific methodology under all research into these biological brain diseases.",9,8b661addd1274b77b194a781bf6fd5fa,comment
"It will be a major deal for them and even if they don't find a thing, there will be a news release that will state that Supreme Court Justice X is under investigation.",5,e6dfb1f89eff43b1892aed0d133bbe41,comment
"Not good, not effective, not fair not to the nationals who welcome them, not to the desperate or not so desperate migrants.",4,afd1f75b6926422baabbe3fbe67ac181,comment
"The biggest difference is that they will not be in on caucus meetings, which incidentally will ensure that Alberta now has absolutely no representation in the Liberal caucus.",6,5c116085e32f4e328a2f0163e42a8244,comment
"Well, exactly what my Wife uses it for now every morning; the HoroscopeThe Globe and Mail supports Hudak.. Who cares..",15,d6ef51cc16c449b1b80b35322edd8aeb,comment
Peter MacKay used a rent-a-dog for his 'Belinda dumped me and don't I just look ever so sad and melancholy?',15,f2ce6e3bd31d4e84ab18d3de1f481a8f,comment
If we were a political party (rather than business persons) subjected to FOI by our critics we could have been roasted.,6,c9ec7fa8c3a14e53b04bf69d558fe51d,comment
and learn the nature of the respondents to this ' Win prizes for filling out our Poll' poll that the Globe writers would have us believe represent Canadian's views on C-51.,12,ca48fdce52f74be089a30bd064bdb902,comment
I like to know how she get away with every thing and not go to jail people even singe a petition to kick her out how the hell is she still in,5,1c1eb0c6f35f4db49639a52adf903804,comment
Only a spiritual revival and a change of character can save the planet from the ravages of environmental destruction and humankind from technological excesses.,3,957742d01c0e4c26978cfdcad1c604fb,comment
"There is no friend anywhere 7:11 AM on July 16, 2013 : 'Lawrence Martin is now 'special to the Globe and Mail'.",15,899d3f5bbf7d4579b6e27d4ee0f3c376,comment
Parties that hope to govern in this country all have their core supporters on either side of the political spectrum and then chase as many votes in the middle as they can.,6,29636054,article
"Indeed, the public may turn against the mission if things don't go well.When Canadian troops were first deployed to Afghanistan, the public strongly endorsed the mission.",12,23854659,article
"Does Canada set up hundreds of 'sanctuary' cities or counties or even provinces where these illegal immigrants can commit crimes including rape and murder with little or no consequences, where local politicians protect them?",5,8518db8631c84414b67d448f3a5f3b37,comment
No kidding G+M .....are you just waking up from a 6 year slumber to that which rest of us with a brain in our head knew since 2006???,15,3ec30754de1b4604a4501ff7c297e2a7,comment
"As for those that point out the results of the UN sponsored poll showing climate change in last place on the world's concerns - well, that easy to understand.",12,ac0c2cffcd0f439e9e18e1f158d9a37f,comment
"A perfunctory examination of the Israel trip, which is all the mainstream media has so far provided us with, would obviously lead to the conclusion among many, that the trip was a purely political attempt to win over Jewish voters.",6,5cdc2c1472444ab19a14f5db3907ecc4,comment
"And yet, when one looks more closely at those immigrant groups that experience the most difficulty in integrating, much less assimilating into Canadian society, one finds that many come from muslim or African societies.",11,27f1f5c304e940a4b9f4208e5ea50a0d,comment
"Acceptance of gays, against the teachings of most religions, is just one manifestation of the decline of organised religious influence.",4,79a5fa3bcf5544efb85e917126b3f9dc,comment
"'The margin of error for a random survey of 1,000 Canadians is plus or minus 3.1 percentage points, 19 times out of 20.'",12,26b94ca0a58340eca89a7f42cb916341,comment
"But it is nowhere near time to give up on these sports.Boston University researchers looked at the brains of 85 repeatedly concussed former athletes and soldiers, and found serious brain damage (chronic traumatic encephalopathy) in 58 of them.",9,5935812,article
"Our indigenous population has no doubt suffered horrendously, but all one needs to do is look at the current state of the Canadian economy to understand the cost of our colonial based system.",1,b1ffddd02b434f098dcd042bcca7b43d,comment
"Why do people say hijab-wearing women are oppressed bcs they are either overtly forced or oppressed, BUT, women tottering around on stiletto heels are not.",4,3925bb72fb954e0aa1729beac85ef483,comment
"And as for the 'cultural spinoff,' where is that, when there is zero Canadian content and the Canadian cities where the films are shot have to be disguised as American cities?",11,b9198a794b4a4a309930ff487f7100ed,comment
"Last year, the head of the Swedish military created considerable controversy when he publicly stated that Sweden could not defend itself against a foreign attack.",8,17766065,article
"I once saw them coming out of the Dorchester Hotel, arm in arm, and they stopped to look at a huge anti-austerity rally under way across the road in Hyde Park.",1,15693522,article
"'It was more serious, back then, of course, as the research director suggests: 'There are health risks to using cannabis ?",9,f82d273edec24c169cb4b11269312197,comment
"Thousands of francophones were deprived of their rights, compromised in their education, limited in their future opportunities and publicly demonized as lesser Canadians.",11,28934847,article
"I also encourage the Liberal government to allow this process to unfold in a reasonable, judicious amount of time.As Ontario's former minister responsible for democratic renewal, I have first-hand insight into the delicacy and complexity of this issue.",6,33354650,article
Among the protesting groups are a small number that have access to military level weapons and are willing to use them.,8,c3fb1239a2d346dbb64949f7e26ef227,comment
"[...]Today's conservatives, and their party, have been remarkably successful at raising money, imposing discipline, attacking adversaries, controlling messages, lowering taxes while spreading government spending into every corner of the country, and dominating the public agenda.[...",6,2ce394e274974faa8953694ccb34c313,comment
"'I bled internally all night,' he said.The broken bone sliced through veins and arteries, cutting off circulation to the lower part of the limb.",9,4418207,article
"What I am opposed to is the hi-jacking of our traditional, long held views on morality and faith by activist, unelected judges and then the deliberate, intolerant efforts by self righteous, liberal fascists to forcibly silence any opposing views.",3,05447c94d84d42bd979497cde61ae55c,comment
"All people are equal under the law and there shall be no discrimination in political, economic or social relations because of race, creed, sex, social status, or family origin.",4,c798eda90fc74e0da30c5c56fb789e9c,comment
From one Hamiltonian to another... bye-bye Andrea... don't let the door hit you in that shapely tush on the way out...,15,9bcd1b235ad34d4b964247b2368ba9f3,comment
"While addiction may call for forgiveness if I don't care for my children, I still must do so or arrange for others to do so.",9,b041a10f07b24c9d8b07205d2c9b7ca7,comment
Good... as my high school office practice teacher used to say in my old high school here in Thunder Bay...,15,b4587ee49fc94735a7a47ddfc6169e0a,comment
Only hours after the announcement of the abdication there were demonstrations across the country demanding a referendum on whether Spain should become a republic.,12,18998110,article
"Yes Israel does have a right to defend itself, but this defense must be appropriate and logical, this seems like a desired means to an end for Israel.",8,c2d6d5a2aa3749f88dd2e8bd294d74f3,comment
"I think the answer for the courts is to direct orders requiring police action to the province's solicitor-general, who commands the police in the province, and hold him personally liable for contempt of court if the order is not obeyed.",5,dfeb928421bf4eb2814c6eaae3c1fc78,comment
"My house price has increased from 5 times median earned income in 1969 and 1990, the last two times it was sold, to 11 times today.",1,af71c8ba1ba44a00a4266cb7a5d988f7,comment
"The people of BC have a peculiar attachment to the natural world, at least apparently by the standards of most folk east of the Rockies.",11,4ac7b76e887843948d8645f7fec8f197,comment
"''The second group are the street gangs that infest many of our cities and neighborhoods, whose main source of income is the sale of illegal drugs.",5,4f237822284e4f988c43cb0785562ce6,comment
"Before Castro, no literary work critical of American meddling in South and Central America could get published, and strongman rule was the order of the day.",15,781689_0,comment
We only entered Syria and Iraq after Assad's civil war had caused the group that calls itself Islamic State to begin attacking the West (and after the war had produced a terrible refugee exodus).,8,28929397,article
"About a third (34 per cent) oppose the move either strongly or somewhat.Attitudes in the United States, meanwhile, are starkly different.",12,27652245,article
It was designed to allow native youth to gather and tell stories about themselves and their community in a variety of different media.,15,13934582,article
So if someone had said in 1948 Canada needs more people that same person could now point to a massive population increase in a little over sixty years.,11,4b0c457659c64576b320766e6c9ea7eb,comment
"If we thought his support of the birther movement was bad, wait until this election is over and assuming he loses watch what will happen to his brand.",6,eff9f224af394dc395c9b1ada70bf736,comment
If I insist on covering there will be an overwhelming negative response; probably around 80% of the population will object.,12,b9b30d8281a74dc68a0260adaa9104c6,comment
"Signs that say ' Idle No More ', protest rallies, blocked highways and railroads, drum beating while chanting ' this land is my land, this land is our land' or the revised version of O Canada.",11,1a03fadb08144fadbc18e3c914ac4ada,comment
There may be a more pressing federal 'aboriginal issue' - the long standing dismal health of our First Nations peoples which shows up in dreadful life expectations compared to other Canadians.,9,fac942a90e174f948fd8cfccdee87e5d,comment
G&M is tasked to distract us from the fact that Harper is dragging the country into a war and thus exposing his people to the immediate security threats from the terrorists.,8,867a3e4a4d784c6da483bcb4e385d904,comment
")To put a total quota of 37,000 tonnes of cheese into perspective: In 2009 there were 35,500 tonnes of skim milk powder sitting in storage, unused.",12,14928534,article
Mackay's legacy is not as a terminator of one conservative party and a builder of another; it is as the person responsible for the harper regime that has plagued this country for the past decade.,6,de5748ffd0e74abda319c87677c256eb,comment
"The Koch Brothers and Rupert Murdoch gave America the Tea Party and enabled their takeover of the Republican party and their reckless, obstructionist brinkmanship in Congress.. Now their chickens have come home to roost.",6,ef261c4fc8e34911aaac063f69a4d68b,comment
"A top Uber executive privately urged digging up dirt on journalists critical of the company.Citing security concerns and bylaw violations, Toronto is seeking a court injunction to stop Uber from operating.",5,22204450,article
"In 1913, the year before the Great War started and an era of globalization and confidence ended, the booming Dominion of Canada, with a population of fewer than eight million people, welcomed 400,000 immigrants.",11,26227699,article
